MBC_id	Process	Level	Querry	Parent_mbc_id	Parent_process	Search_finished
MBC:0000720	rRNA processing	3	"(""rRNA processing"") OR (""ribosomal RNA processing"")"	MBC:0000182	Ribonucleoprotein biogenesis	True
MBC:0000721	rRNA transcription	3	"(""rRNA transcription"") OR (""ribosomal RNA transcription"")"	MBC:0000182	Ribonucleoprotein biogenesis	True
MBC:0000722	Sarcoplasmic reticulum organization	3	"(""Sarcoplasmic reticulum"") AND (myofibril)"	MBC:0000140	Myofibril formation and organization	True
MBC:0000723	Secretin receptor signaling	3	"(""secretin receptor"") AND (""signaling"")"	MBC:0000193	Signaling pathways regulating water homeostasis	True
MBC:0000724	Selectin-mediated Leukocyte rolling	3	"(Selectin) AND (""leukocyte rolling"")"	MBC:0000184	Rolling cell adhesion	False
MBC:0000725	Semaphorin signaling	3	(Semaphorin) AND (signaling)	MBC:0000143	Neuronal signaling pathways	True
MBC:0000726	Senescence-associated secretory phenotype	3	senescence-associated secretory phenotype AND (human OR mammals OR mice)	MBC:0000049	Cell Scenescence	False
MBC:0000727	Serine and glycine metabolism	3	"((""Serine metabolism"") OR (""Serine biosynthesis"") OR (""Serine synthesis"") OR (""Serine catabolism"") OR (""Glycine metabolism"") OR (""Glycine biosynthesis"") OR (""Glycine synthesis"") OR (""Glycine catabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000122	Metabolism of non-essential amino acids	True
MBC:0000728	Serotonin and melatonin synthesis	3	"((""serotonin synthesis"") OR (""melatonin synthesis"")) AND (mammal) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000125	Metabolism of tryptophan products	True
MBC:0000729	Serotonin inactivation	3	"((""Serotonin inactivation"") OR (""Serotonin degradation"") OR (""Serotonin catabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000125	Metabolism of tryptophan products	True
MBC:0000730	Serotonin-mediated control of postsynaptic potential	3	"(""serotonin receptor"") AND (postsynaptic)"	MBC:0000069	Control of postsynaptic potential	False
MBC:0000731	Single strand annealing DSB repair	3	"(""single strand annealing"") AND (""DNA repair"") NOT (""homologous"")"	MBC:0000075	DNA double-strand break repair	True
MBC:0000732	Sister chromatid attachment to mitotic spindle	3	"(""Mitotic spindle"") AND (attachment) AND ((kinetochore) OR (""sister chromatid""))"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000733	Sister chromatid cohesion	3	(chromatid) AND (cohesion)	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000734	Sister chromatid segregation	3	"(""Sister chromatid"") AND ((separation) OR (segregation)) AND ((Anaphase) OR (Mitosis) OR (Mitotic))"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000735	Smac-mediated removal of caspase inhibition	3	"(""Inhibitor of apoptosis"") AND (""Smac"")"	MBC:0000042	Apoptosis	False
MBC:0000736	Small ribosomal subunit organization	3	"(""Ribosomal protein"") AND ((""40S subunit"") OR (""40S ribosomal"") OR (""small subunit"") OR (""small ribosomal""))"	MBC:0000182	Ribonucleoprotein biogenesis	True
MBC:0000737	snRNA transcription	3	"(""snRNA transcription"") OR (""small nuclear RNA transcription"") NOT (reverse)"	MBC:0000197	snRNA expression and spliceosome generation	True
MBC:0000738	Sodium transmembrane transport	3	"((Sodium) OR (""NA"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000206	Transmembrane ion transport involved in membrane potential generation	True
MBC:0000739	Somatostatin receptor signaling	3	"(""Somatostatin receptor"") AND (signaling)"	MBC:0000143	Neuronal signaling pathways	True
MBC:0000740	Sphingolipid metabolism	3	"((""sphingolipid biosynthesis"") OR (""sphingolipid synthesis"") OR (""sphingolipid metabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000117	Membrane lipid metabolism	True
MBC:0000741	Spliceosome disassembly and mRNA release	3	"((""mRNA release"") AND (spliceosome)) OR ((spliceosome) AND (disassembly))"	MBC:0000158	Pre-mRNA splicing	True
MBC:0000742	Step 1 and step 2 catalysis during pre-mRNA splicing	3	"(""spliceosome"") AND (""catalysis"")"	MBC:0000158	Pre-mRNA splicing	False
MBC:0000743	Sulfonation	3	"(""Sulfonation"") AND (biotransformation) AND ((""phase II"") OR (""phase 2"")) "	MBC:0000151	Phase II biotransformation	True
MBC:0000744	Syndecan ectodomain shedding	3	"(""Syndecan"") AND (""shedding"")"	MBC:0000187	Signaling by extracellular matrix components	True
MBC:0000745	Syndecan receptor signaling	3	"(""Syndecan"") AND (""signaling"")"	MBC:0000187	Signaling by extracellular matrix components	True
MBC:0000746	T cell receptor signaling	3	"(""T cell receptor"") AND (Signaling)"	MBC:0000096	Immune receptor Signaling	True
MBC:0000747	Target RNA degradation, inhibition or destabilization by RICS or RITS	3	"((""RNA-induced transcriptional silencing complex"") OR (""RITS"") OR (""RNA-induced silencing complex"") OR (""RISC"")) AND (RNA)"	MBC:0000183	RNA surveillance and degradation	True
MBC:0000748	Telomere replication	3	Telomere replication	MBC:0000086	Eukaryotic DNA replication	True
MBC:0000749	Tenascin receptor signaling	3	(Tenascin) AND (signaling)	MBC:0000107	Matricellular protein signaling	True
MBC:0000750	Tetraspanin microdomains	3	Tetraspanin microdomains	MBC:0000155	Plasma membrane microdomains	True
MBC:0000751	Thiamine metabolism	3	"(""vitamin B1 biosynthesis"") OR (""thiamine metabolism"") "	MBC:0000126	Metabolism of water-soluble vitamins	True
MBC:0000752	Thick myofilament organization	3	"((""thick filament"") Or (""thick filaments"")) AND (myofibril)"	MBC:0000140	Myofibril formation and organization	True
MBC:0000753	Thin myofilament organization	3	"(""thin myofibril"") OR ((""thin filaments"") AND (myofibril))"	MBC:0000140	Myofibril formation and organization	True
MBC:0000754	Thrombopoietin receptor signaling	3	"(""Thrombopoietin receptor"") AND (signaling)"	MBC:0000189	Signaling pathways involved in hematopoiesis	True
MBC:0000755	Thrombospondin receptor signaling	3	(Thrombospondin) AND (signaling)	MBC:0000107	Matricellular protein signaling	True
MBC:0000756	Thromboxane receptor signaling	3	"(""Thromboxane A2 receptor"") OR (""Thromboxane A2 signaling"") OR (""TXA2 receptor"") OR (""TXA2 signaling"")"	MBC:0000159	Prostanoid receptor signaling	True
MBC:0000757	Thyroid hormone receptor signaling	3	"((""Thyroxin receptor"") OR (""Thyroid hormone receptor"") OR (""triiodothyronine receptor"")) AND (""signaling"")"	MBC:0000203	Thyroid hormone related signaling	True
MBC:0000758	Thyroid-hormone synthesis	3	"(""thyroid-hormone synthesis"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000123	Metabolism of phenylalanine products	False
MBC:0000759	Thyroid-stimulating hormone receptor signaling	3	"((""Thyroid-stimulating hormone receptor"") OR (""TSH receptor"")) AND (""signaling"")"	MBC:0000203	Thyroid hormone related signaling	False
MBC:0000760	Thyrotropin-releasing hormone receptor signaling	3	"((""Thyrotropin-releasing hormone receptor"") OR (""TRH receptor"")) AND (""signaling"")"	MBC:0000203	Thyroid hormone related signaling	False
MBC:0000761	Tight junction organization	3	Tight junction organization	MBC:0000050	Cell-cell junction organization	True
MBC:0000762	Toll-like receptor signaling	3	"(""Toll-like receptor"") AND (""signaling pathway"")"	MBC:0000147	Pattern recognition signaling	False
MBC:0000763	Transamination pathways	3	(Transamination) AND (aminotransferase) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))	MBC:0000039	Ammonium metabolism	True
MBC:0000764	Transcription by rna polymerase II	3	"(Transcription) AND (""RNA polymerase II"") AND ((mRNA) OR (""messenger RNA"") OR (""coding"")) NOT (reverse)"	MBC:0000205	Transcription	True
MBC:0000765	Transcription initiation by general transcription factors	3	"(Transcription initiation) AND (""General transcription factors"") NOT (reverse)"	MBC:0000205	Transcription	True
MBC:0000766	Transcription regulation by chromatin remodeling	3	"(Transcription activation) AND (Chromatin remodeling) AND ((mRNA) OR (""messenger RNA"") OR (""coding"")) NOT (reverse)"	MBC:0000205	Transcription	True
MBC:0000767	Transcription regulation by mediator	3	(Transcription regulation) AND (Mediator) NOT (reverse)	MBC:0000205	Transcription	True
MBC:0000768	Transcription repression	3	"(Transcription repression) AND ((mRNA) OR (""messenger RNA"") OR (""coding"")) NOT (reverse)"	MBC:0000205	Transcription	True
MBC:0000769	Transcription termination	3	"(""transcription termination"")"	MBC:0000205	Transcription	True
MBC:0000770	Transforming growth factor alpha receptor signaling	3	"(""Transforming growth factor alpha receptor"") AND (signaling)"	MBC:0000202	TGF-beta superfamily signaling	True
MBC:0000771	Transforming growth factor beta receptor signaling	3	"((""transforming growth factor beta receptor"") OR (""TGF-beta receptor"")) AND (""signaling pathway"")"	MBC:0000202	TGF-beta superfamily signaling	True
MBC:0000772	Translation elongation	3	"(""Translation elongation"")"	MBC:0000139	mRNA translation	True
MBC:0000773	Translation initiation	3	"(""Translation initiation"")"	MBC:0000139	mRNA translation	True
MBC:0000774	Translation termination	3	"(""Translation termination"")"	MBC:0000139	mRNA translation	True
MBC:0000775	Transmembrane fatty acid translocation	3	"(""Fatty acid transport"") OR (""Fatty acid transporter"") OR (""Fatty acid transporters"")"	MBC:0000088	Fatty acid metabolism	True
MBC:0000776	Transmembrane glucose transport	3	"(""transmembrane glucose transport"") OR (""plasma membrane glucose transporter"") OR (""glucose export"") OR (""glucose import"")"	MBC:0000047	Carbohydrate metabolism and transport	True
MBC:0000777	Transpositional recombination	3	(Transpositional recombination) OR (Transpositional DNA recombination) OR (Cut-and-paste transposition) OR (Replicative transposition)	MBC:0000077	DNA recombination	True
MBC:0000778	Transsulfuration pathway	3	"(""Transsulfuration pathway"") AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000146	One carbon metabolism	True
MBC:0000779	Triacylglycerol hydrolysis and mobilization	3	(Triacylglycerol) AND ((hydrolysis) OR (mobilization))	MBC:0000208	Triacylglycerol metabolism and transport	True
MBC:0000780	Triacylglycerol metabolism	3	"((""Triacylglycerol metabolism"") OR (""Triacylglycerol biosynthesis"") OR (""Triacylglycerol synthesis"") OR (""Triacylglycerol catabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000208	Triacylglycerol metabolism and transport	True
MBC:0000781	Triacylglycerol transport by lipoproteins	3	(Triacylglycerol) AND (transport) AND (lipoprotein)	MBC:0000208	Triacylglycerol metabolism and transport	True
MBC:0000782	tRNA amino acid activation	3	"(""tRNA synthetase"") AND (""amino acid"") AND ((activation) OR (coupling))"	MBC:0000139	mRNA translation	True
MBC:0000783	Tropoelastin synthesis	3	"(""tropoelastin synthesis"") OR (""tropoelastin biosynthesis"") OR (""tropoelastin production"")"	MBC:0000080	Elastogenesis	True
MBC:0000784	Tryptophan metabolism	3	"((""Tryptophan degradation"") OR (""Tryptophan catabolism"") OR (""Tryptophan metabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000119	Metabolism of essential amino acids	True
MBC:0000785	Tumor necrosis factor alpha receptor signaling	3	"(""Tumor necrosis factor-alpha receptor"") AND ((""signaling pathway"")  OR (""signaling cascade"") OR (""ligand pathway""))"	MBC:0000204	TNF superfamily signaling	True
MBC:0000786	Tumor necrosis factor beta receptor signaling	3	"((""Tumor necrosis factor-beta"") OR (""TNF-beta"")) AND (signaling)"	MBC:0000204	TNF superfamily signaling	True
MBC:0000787	Tyrosine metabolism	3	"((""Tyrosine metabolism"") OR (""Tyrosine biosynthesis"") OR (""Tyrosine synthesis"") OR (""Tyrosine catabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000122	Metabolism of non-essential amino acids	True
MBC:0000788	U1 snRNP assembly	3	"(""spliceosome"") AND (""U1 snRNP"")"	MBC:0000158	Pre-mRNA splicing	True
MBC:0000789	U2 snRNP assembly	3	"(""spliceosome"") AND (""U2 snRNP"")"	MBC:0000158	Pre-mRNA splicing	True
MBC:0000790	U4-U6-U5 tri-snRNP assembly	3	"(""spliceosome"") AND ((""U4/U6 U5 tri-snRNP"") OR (""tri-snRNP""))"	MBC:0000158	Pre-mRNA splicing	False
MBC:0000791	Ubiquinone biosynthesis	3	"(""Coenzyme Q10 biosynthesis"") OR (""ubiquinone biosynthesis"")"	MBC:0000133	Mitochondrial energy production	True
MBC:0000792	Urea cycle	3	"(""Urea cycle"") AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000039	Ammonium metabolism	True
MBC:0000793	Vascular endothelial growth factor receptor signaling	3	"(""Vascular endothelial growth factor receptor"") AND (signaling)"	MBC:0000194	Signaling pathways that control cell proliferation and differentiation	True
MBC:0000794	Vasoactive intestinal peptide receptor signaling	3	"((""Vasoactive intestinal peptide receptor"") OR (""VIP receptor"")) AND (signaling)"	MBC:0000092	Gastrointestinal hormone signaling	True
MBC:0000795	VDJ recombination	3	"(""VDJ recombination"")"	MBC:0000077	DNA recombination	True
MBC:0000796	Versican receptor signaling	3	"(""versican"") AND (""signaling"")"	MBC:0000187	Signaling by extracellular matrix components	True
MBC:0000797	Versican synthesis	3	"(""versican synthesis"") OR (""versican biosynthesis"") OR (""versican production"")"	MBC:0000162	Proteoglycan synthesis	True
MBC:0000798	Vesicle fusion with plasma membrane	3	"(""vesicle fusion"") AND ((""plasma membrane"") OR (""exocytosis""))"	MBC:0000210	Vesicle exocytosis	True
MBC:0000799	Vesicle tethering at plasma membrane	3	"(vesicle) AND (tethering) AND ((""plasma membrane"") OR (""exocytosis"")) "	MBC:0000210	Vesicle exocytosis	True
MBC:0000800	Vimentin-like intermediate filament dynamics	3	"((Vimentin-like) OR (""type III"") OR (""type 3"")) AND (""intermediate filaments"")"	MBC:0000072	Cytoplasmic intermediate filament and septin dynamics	False
MBC:0000801	Vitamin C metabolism	3	"(""vitamin C biosynthesis"") OR (""ascorbic acid biosynthesis"")"	MBC:0000126	Metabolism of water-soluble vitamins	True
MBC:0000802	Vitamin D metabolism	3	"((""vitamin D biosynthesis"") OR (""vitamin D synthesis"")) AND (enzyme)"	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000803	Vitamin D receptor signaling	3	"(""vitamin D receptor"") AND (""signaling"")"	MBC:0000190	Signaling pathways regulating calcium homeostasis	True
MBC:0000804	Vitamin K metabolism	3	"(""vitamin K biosynthesis"") OR (""phylloquinone biosynthesis"")"	MBC:0000120	Metabolism of fat-soluble vitamins	True
MBC:0000805	VLDL assembly	3	VLDL assembly	MBC:0000152	Plasma lipoprotein assembly	True
MBC:0000806	VLDL clearance	3	VLDL clearance	MBC:0000153	Plasma lipoprotein clearance	True
MBC:0000807	Water transmembrane transport	3	"((Water) OR (""H2O"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000207	Transmembrane water and ion transport not involved in membrane potential generatation	True
MBC:0000808	WNT-Beta-catenin signaling pathway	3	"(""wnt beta-catenin signaling pathway"") "	MBC:0000194	Signaling pathways that control cell proliferation and differentiation	False
MBC:0000809	Z-disc organization	3	"(""Z-disc"")"	MBC:0000140	Myofibril formation and organization	False
MBC:0000810	Zinc transmembrane transport	3	"((Zinc) OR (""H2O"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000207	Transmembrane water and ion transport not involved in membrane potential generatation	True
MBC:0000811	Acidic keratin dynamics	4	"(keratin) AND ((acidic) OR (""type I"") OR (type 1))"	MBC:0000354	Epithelial intermediate filament dynamics	True
MBC:0000812	Actin filament branching	4	"(""actin filament branching"") OR (""actin branching"")"	MBC:0000217	Actin filament nucleation and branching	True
MBC:0000813	Actin filament depolymerization	4	"(""actin depolymerization"") OR (""actin filament depolymerization"")"	MBC:0000218	Actin filament severing and depolymerization	True
MBC:0000814	Actin filament minus end capping	4	"((""actin filament capping"") OR (""actin capping"")) AND ((""pointed end"") OR (""minus-end""))"	MBC:0000216	Actin filament capping	True
MBC:0000815	Actin filament nucleation	4	"(""actin filament nucleation"") OR (""actin nucleation"")"	MBC:0000217	Actin filament nucleation and branching	True
MBC:0000816	Actin filament plus end capping	4	"((""actin filament capping"") OR (""actin capping""))  AND ((""barbed end"") OR (""plus-end""))"	MBC:0000216	Actin filament capping	True
MBC:0000817	Actin filament severing	4	"(""actin filament severing"") OR (""actin severing"")"	MBC:0000218	Actin filament severing and depolymerization	True
MBC:0000818	Activation of M-Cdk at the onset of mitosis	4	(Activation) AND (M-Cdk) AND (mitosis)	MBC:0000705	Restriction point	False
MBC:0000819	Apoptosis effector caspase cascade	4	(apoptosis) AND (effector caspase cascade) NOT (initiator) AND (protease) NOT (caspase-independent) NOT (intrinsic) NOT (extrinsic) 	MBC:0000243	Apoptosis caspase pathway	True
MBC:0000820	Apoptosis initator caspase cascade	4	(apoptosis) AND (initiator caspase cascade) NOT (effector) AND (protease) NOT (caspase-independent) NOT (intrinsic) NOT (extrinsic)	MBC:0000243	Apoptosis caspase pathway	True
MBC:0000821	Atrial natriuretic peptide receptor signaling	4	"(""Atrial natriuretic peptide signaling"") OR (""Atrial natriuretic factor signaling"")"	MBC:0000573	Natriuretic peptide receptor signaling	True
MBC:0000822	Autophagosome lysosome fusion	4	Autophagosome lysosome fusion	MBC:0000511	Macroautophagy	True
MBC:0000823	Autophagosome nucleation	4	Autophagosome nucleation	MBC:0000511	Macroautophagy	True
MBC:0000824	Bile acid synthesis from cholesterol via alternate pathway	4	"(""Bile acid synthesis"") AND (alternate)"	MBC:0000258	Bile acid synthesis from cholesterol	True
MBC:0000825	Bile acid synthesis from cholesterol via classical pathway	4	"(""Bile acid synthesis"") AND (classic)"	MBC:0000258	Bile acid synthesis from cholesterol	True
MBC:0000826	Brain natriuretic peptide receptor signaling	4	"(""Brain natriuretic peptide signaling"") OR (""Brain natriuretic factor signaling"")"	MBC:0000573	Natriuretic peptide receptor signaling	True
MBC:0000827	Calcium sequestration	4	"(""Calcium Sequestration"") AND (Human OR mammals OR mice)"	MBC:0000267	Calcium transmembrane transport	True
MBC:0000828	"Calcium transport across mitochondrial membrane ((Calcium) OR (""Ca"") OR (""Ca2+"")) AND ((""mitochondrial membrane"") AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	4	"Calcium transport across mitochondrial membrane ((Calcium) OR (""Ca"") OR (""Ca2+"")) AND ((""mitochondrial membrane"") AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000267	Calcium transmembrane transport	False
MBC:0000829	"Calcium transport across plasma membrane ((Calcium) OR (""Ca"") OR (""Ca2+"")) AND ((""plasma membrane"") AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	4	"Calcium transport across plasma membrane ((Calcium) OR (""Ca"") OR (""Ca2+"")) AND ((""plasma membrane"") AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000267	Calcium transmembrane transport	False
MBC:0000830	Catecholamine inactivation	4	"((""Catecholamine inactivation"") OR (""Catecholamine degradation"") OR (""Catecholamine catabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000274	Catecholamine metabolism	True
MBC:0000831	Catecholamine synthesis	4	"(""catecholamine synthesis"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000274	Catecholamine metabolism	True
MBC:0000832	Centriole organization	4	(Centriole) AND (Microtubule) AND (interphase)	MBC:0000287	Centrosome organization	True
MBC:0000833	Ceramide biosynthesis	4	"((""de-novo ceramide biosynthesis"") OR (""de-novo ceramide synthesis"")) AND (enzyme) AND ((human) OR (animal) OR (mammal)) "	MBC:0000740	Sphingolipid metabolism	True
MBC:0000834	Cholesterol metabolism	4	(cholesterol) AND (metabolism) AND (intracellular) NOT (blood) NOT (plasma)	MBC:0000293	Cholesterol synthesis	True
MBC:0000835	Cholesterol transport by HDL	4	"(Cholesterol) AND (transport) AND ((HDL) OR (""High density lipoprotein""))"	MBC:0000294	Cholesterol transport by lipoproteins	True
MBC:0000836	Cholesterol transport by LDL	4	"(Cholesterol) AND (transport) AND ((LDL) OR (""Low density lipoprotein""))"	MBC:0000294	Cholesterol transport by lipoproteins	True
MBC:0000837	Clathrin coated pit assembly	4	"(""clathrin coated pit"") AND ((recruitment) OR (initiation) OR (formation) OR (assembly)) NOT (independent)"	MBC:0000308	Clathrin-mediated endocytosis	True
MBC:0000838	Clathrin coated pit invagination and vesicle scission	4	"((""clathrin coated pit"") OR (""clathrin coated vesicle"") OR (""clathrin coated vesicles"")) AND ((scission) OR (invagination)) NOT (independent)"	MBC:0000308	Clathrin-mediated endocytosis	True
MBC:0000839	Clathrin-coated vesicle uncoating	4	((clathrin) OR (CCV)) AND (uncoating) AND (endocytosis)	MBC:0000308	Clathrin-mediated endocytosis	False
MBC:0000840	Clathrin-mediated vesicle traffic from TGN to lysosome	4	((TGN) OR (Golgi)) AND ((Lysosome) OR (lysosomal)) AND (vesicle) AND (Clathrin) NOT (endocytosis)	MBC:0000309	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	False
MBC:0000841	Common coagulation pathway	4	"(""common pathway"") AND (coagulation)"	MBC:0000312	Coagulation cascade	True
MBC:0000842	C-type natriuretic peptide receptor signaling	4	"(""C-type natriuretic peptide"") AND (signaling)"	MBC:0000573	Natriuretic peptide receptor signaling	False
MBC:0000843	Cut-and-paste transposition	4	(Cut-and-paste transposition)	MBC:0000777	Transpositional recombination	False
MBC:0000844	Cytoplasmic heme synthesis reactions	4	((cytoplasm) OR (cytosol)) AND (heme) AND (synthesis)	MBC:0000428	Heme synthesis	True
MBC:0000845	Cytoplasmic protein acetylation	4	"((""Protein acetylation"") OR (""Protein acetyltransferases"") OR (""Protein acetyltransferase"") OR (""Lysine acetylation"") OR (""Lysine acetyltransferases"") OR (""Lysine acetyltransferase"") OR (""N-terminal acetylation"") OR (""N-terminal acetyltransferases"") OR (""N-terminal acetyltransferase"")) AND ((""cytosol"") OR (""cytoplasm"") OR (""cytoplasmic"") OR (""cytosolic""))"	MBC:0000328	Cytoplasmic protein acetylation and deacetylation	True
MBC:0000846	Cytoplasmic protein deacetylation	4	"((""Protein deacetylation"") OR (""Lysine deacetylation"") OR (""Lysine deacetylases"") OR (""Lysine deacetylase"")) AND ((""cytosol"") OR (""cytoplasm"") OR (""cytoplasmic"") OR (""cytosolic""))"	MBC:0000328	Cytoplasmic protein acetylation and deacetylation	True
MBC:0000847	Cytoplasmic urea cycle reactions	4	"(""Urea cycle"") AND (cytosol) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000792	Urea cycle	True
MBC:0000848	De-novo synthesis of purines	4	"((""De-novo purine synthesis"") OR (""De-novo purine biosynthesis"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000663	Purine synthesis and salvage	False
MBC:0000849	De-novo synthesis of pyrimidines	4	"((""De-novo pyrimidine synthesis"") OR (""De-novo pyrimidine biosynthesis"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000668	Pyrimidine synthesis and salvage	False
MBC:0000850	Desmin dynamics	4	Desmin dynamics	MBC:0000800	Vimentin-like intermediate filament dynamics	True
MBC:0000851	DNA damage response	4	"(DNA damage response) AND (""cell cycle arrest"") "	MBC:0000394	G2 M transition checkpoint	True
MBC:0000852	DNA polymerase assembly	4	"(""DNA polymerase"") AND (""assembly"")"	MBC:0000339	DNA replication initiation	True
MBC:0000853	DNA replication fork assembly	4	DNA replication fork assembly	MBC:0000339	DNA replication initiation	True
MBC:0000854	Dolichol-mediated precursor oligosaccharide synthesis	4	"(((Dolichol) AND (""precursor oligosaccharide"")) OR (""dolichol-linked oligosaccharides"")) AND (synthesis) "	MBC:0000657	Protein N-linked glycosylation in ER	False
MBC:0000855	Electron transport chain for electrons from FADH	4	"(""Electron transport chain"") AND ((""FADH"") OR (""FAD"") OR (""FADH2""))"	MBC:0000346	Electron transport chain	True
MBC:0000856	Electron transport chain for electrons from NADH	4	"(""Electron transport chain"") AND ((""NADH"") OR (""NAD"") OR (""NADH2""))"	MBC:0000346	Electron transport chain	True
MBC:0000857	Endocytic clathrin coated vesicle organization	4	"(""clathrin coated vesicle"")"	MBC:0000308	Clathrin-mediated endocytosis	True
MBC:0000858	Endoplasmic reticulum three way junctions stabalization	4	"(""three way junctions"") AND ((""endoplasmic reticulum"") OR (ER))"	MBC:0000349	Endoplasmic reticulum tubulus maintenance	True
MBC:0000859	Endoplasmic reticulum tubular membrane shaping	4	"((ER) OR (""endoplasmic reticulum"")) AND ((""membrane shaping"") OR (""membrane bending""))"	MBC:0000349	Endoplasmic reticulum tubulus maintenance	True
MBC:0000860	Epoxide metabolism	4	"((""Epoxide metabolism"") OR (""Epoxide synthesis"") OR (""Epoxide degradation"") OR (""Epoxide production"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000344	Eicosanoid metabolism	True
MBC:0000861	Erk signaling pathway	4	"(""Erk signaling pathway"") OR (""Erk signaling cascade"")"	MBC:0000514	MAPK signaling pathway	True
MBC:0000862	Extracellular triacylglycerol hydrolysis	4	(extracellular) AND (triacylglycerol hydrolysis)	MBC:0000779	Triacylglycerol hydrolysis and mobilization	True
MBC:0000863	Extrinsic coagulation pathway	4	"(""extrinsic pathway"") AND (coagulation)"	MBC:0000312	Coagulation cascade	True
MBC:0000864	Fructose metabolism	4	"(""Fructose metabolism"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000393	Fructose and mannose metabolism	True
MBC:0000865	Ganglioside biosynthesis	4	"((""Ganglioside biosynthesis"") OR (""Ganglioside synthesis"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000740	Sphingolipid metabolism	True
MBC:0000866	Glial fibrillary acidic protein dynamics	4	Glial fibrillary acidic protein dynamics	MBC:0000800	Vimentin-like intermediate filament dynamics	True
MBC:0000867	Gluconeogenesis	4	"(""Gluconeogenesis"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000413	Glycolysis and Gluconeogenesis	True
MBC:0000868	Glycogen synthesis	4	"(""Glycogen synthesis"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000412	Glycogen synthesis and glycogenolysis	True
MBC:0000869	Glycogenolysis	4	(glycogenolysis) AND (enzyme) AND ((human) OR (animal) OR (mammal))	MBC:0000412	Glycogen synthesis and glycogenolysis	True
MBC:0000870	Glycolysis	4	"(""glycolysis"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000413	Glycolysis and Gluconeogenesis	True
MBC:0000871	Hemoglobin synthesis	4	(Hemoglobin) AND (synthesis) AND (cellular)	MBC:0000430	Hemoglobin and myoglobin synthesis	True
MBC:0000872	Histone acetylation	4	"(""histone acetylation"")"	MBC:0000437	Histone acetylation and deactylation	True
MBC:0000873	Histone deacetylation	4	"(""histone deacetylation"")"	MBC:0000437	Histone acetylation and deactylation	True
MBC:0000874	Histone demethylation	4	"(""histone demethylation"")"	MBC:0000438	Histone methylation and demethylation	True
MBC:0000875	Histone dephosphorylation	4	"(""histone phosphorylation"")"	MBC:0000439	Histone phosphorylation and dephosphorylation	True
MBC:0000876	Histone deubiquitination	4	"(""histone deubiquitination"")"	MBC:0000440	Histone ubiquitination and deubiquitination	True
MBC:0000877	Histone methylation	4	"(""histone methylation"")"	MBC:0000438	Histone methylation and demethylation	True
MBC:0000878	Histone phosphorylation	4	"(""histone dephosphorylation"")"	MBC:0000439	Histone phosphorylation and dephosphorylation	True
